ISO3 code,year,Economy,GDP_growth,E_score,S_score,G_score,E_score_lag1,S_score_lag1,G_score_lag1,inflation,population_growth,d_E_score
BRN,2002,Brunei Darussalam,3.9614,25.52186131657277,56.10225857132483,0.0,26.142050824228946,58.1127978515677,,-2.315,2.0059,-0.6201895076561748
BRN,2003,Brunei Darussalam,3.5834,26.10604866155664,56.34880189494648,0.096869187848729,25.52186131657277,56.10225857132483,0.0,0.3,1.9041,0.5841873449838673
BRN,2004,Brunei Darussalam,0.1045,25.663844356124304,55.96749056681743,0.8175759454432732,26.10604866155664,56.34880189494648,0.096869187848729,0.8142,1.7938,-0.4422043054323339
BRN,2005,Brunei Darussalam,-0.0039,25.99657818089129,54.761998591544206,,25.663844356124304,55.96749056681743,0.8175759454432732,1.2444,1.6872,0.33273382476698643
BRN,2006,Brunei Darussalam,4.0984,27.316006054714705,54.64248591040376,,25.99657818089129,54.761998591544206,,0.1599,1.5885,1.3194278738234146
BRN,2007,Brunei Darussalam,-3.7636,28.21593538157405,54.942277431191016,,27.316006054714705,54.64248591040376,,0.9678,1.6886,0.8999293268593433
BRN,2008,Brunei Darussalam,-3.9007,29.17266290438316,55.15462400162159,,28.21593538157405,54.942277431191016,,2.085,1.8487,0.9567275228091106
BRN,2009,Brunei Darussalam,-1.9003,28.75840322595816,54.92238284169433,,29.17266290438316,55.15462400162159,,1.0357,1.8772,-0.414259678425001
BRN,2010,Brunei Darussalam,2.7414,28.948718142359247,54.07180419675356,,28.75840322595816,54.92238284169433,,0.3569,1.899,0.1903149164010891
BRN,2011,Brunei Darussalam,3.7444,29.50484367723931,55.15906364278574,,28.948718142359247,54.07180419675356,,0.1379,1.7827,0.5561255348800636
BRN,2012,Brunei Darussalam,0.9131,28.97265183983124,52.52918129469133,,29.50484367723931,55.15906364278574,,0.1118,1.5326,-0.532191837408071
BRN,2013,Brunei Darussalam,-2.1248,28.524864414508656,54.692424459605455,,28.97265183983124,52.52918129469133,,0.3892,1.3823,-0.4477874253225842
BRN,2014,Brunei Darussalam,-2.5079,28.72780377210617,52.24474489838465,,28.524864414508656,54.692424459605455,,-0.2071,1.3402,0.2029393575975149
BRN,2015,Brunei Darussalam,-0.3924,27.753489062327866,56.48053737346644,,28.72780377210617,52.24474489838465,,-0.4883,1.3021,-0.9743147097783051
BRN,2016,Brunei Darussalam,-2.4779,27.36954176242111,53.2060442927588,,27.753489062327866,56.48053737346644,,-0.2787,1.2596,-0.3839472999067546
BRN,2017,Brunei Darussalam,1.3287,28.59216924166597,55.38601245024053,,27.36954176242111,53.2060442927588,,-1.2605,1.2107,1.22262747924486
BRN,2018,Brunei Darussalam,0.0524,28.25641582642221,56.95841877176156,10.14026658400496,28.59216924166597,55.38601245024053,,1.0251,1.1574,-0.33575341524376157
BRN,2019,Brunei Darussalam,3.8688,28.860623557167187,59.51887245822854,,28.25641582642221,56.95841877176156,10.14026658400496,-0.3905,1.1062,0.604207730744978
